# ==============================================================================
# rs_12_catalog_index.txt -- MACHINE-USABLE SPRITE-SEQUENCE INDEX FOR PACK/AFFIX
# Generated 2026-08-03 from:
#   docs/rs_MASTER_FX_CATALOG.txt        (header/summary only -- its per-section
#                                         entries are all "(pending inventory
#                                         pass)"; the data lives in the reports)
#   docs/fx_inventory_staging/inventory_fire.txt
#   docs/fx_inventory_staging/inventory_smoke.txt
#   docs/fx_inventory_staging/inventory_explosions.txt
#   docs/fx_inventory_staging/inventory_gore.txt
#   docs/fx_inventory_staging/inventory_misc.txt
#   docs/EFFECT_CATALOG.md               (in-repo RS?? descriptions; viewing
#                                         provenance unknown -- see markers)
#   sprites/combatfx/ directory listing  (ground truth for IN-REPO status,
#                                         frame counts, file naming)
#
# LINE FORMAT (one line per sequence, fields separated by " | "):
#   SEQNAME | frames | STATUS | axes | flavor words | one-phrase visual
#
#   SEQNAME  4-char sprite name. Where the same name exists in more than one
#            source folder, the name is prefixed "FOLDER/" to disambiguate
#            (e.g. SMOKE/SMOK-56). IN-REPO names (RS??/ICEY) are unprefixed.
#   frames   frame count from the source that actually counted files.
#            "(8-way rot)" = rotation set, not an animation.
#            "(colour set)" = each frame is a different tint, not a timeline.
#   STATUS   IN-REPO      = in sprites/combatfx/ right now
#            AVAILABLE    = in ART SOURCE only, not yet imported
#            AVAILABLE-DUP(x) = in ART SOURCE but duplicates in-repo sequence x
#                           (exact or visually-indistinguishable; do not import)
#   axes     PACK ingredient axes this sequence can fill, comma list from:
#              Projectile   (Bullet in-flight visual / ProjectileClass)
#              Casing       (CasingClass; also covers ejected debris)
#              Muzzleflash  (BigMuzzle)
#              BarrelSmoke  (MuzzleSmoke)
#              Puff         (ImpactPuff)
#              ImpactFX     (ImpactSparks)
#              Trail        (FancyVisual / in-flight trail)
#              ExplosionVisual (Heavy-mode slot, per rs_05 "other modes")
#            "-" = fills no PACK axis (gore-only, scenery, UI, unknown).
#            (Report "ambient"/"gore"/"debris" tags: ambient dropped, gore
#             dropped unless the report also tagged impact-fx, debris->Casing.)
#   visual   One-phrase compression of the report's VISUAL line. Markers:
#              (no marker)  = written from an actually-viewed frame
#              EC:          = only source is EFFECT_CATALOG.md (project doc;
#                             whether it was written from viewed frames is not
#                             recorded -- treat as probably-right, not proven)
#              PIXEL-DATA:  = gore report measured pixels but never saw it;
#                             geometry/palette asserted, subject matter NOT
#              UNVERIFIED   = no viewed description exists anywhere; content
#                             unknown; do NOT categorize from the name
#              NOT-FX       = catalogued but rejected (weapon art, scenery, UI)
#
# GROUP LINES: bulk-rejected sets (fatality anims, scenery, placeholders,
#   weapon pickups, monster-specific gore) are indexed as one line per group
#   with every member name enumerated in the visual field, so a grep for any
#   4-char name still hits. Format: GROUP(label) in the SEQNAME field.
#
# Sounds are out of scope (see docs/EFFECT_CATALOG.md "Sounds" for those).
# ==============================================================================


# ==============================================================================
PARTICLES/PBAL | 5 (colour set) | AVAILABLE-DUP(RSP7) | Projectile,Trail,Muzzleflash | plasma, arcane, radiant | byte-identical to RSP7 -- already owned (lowercase c0 naming hazard)
dakka/PLNF | 7 | AVAILABLE | Muzzleflash | ionbolt, cryostatic, cerulean, arclight | cyan chevron muzzle flashes on a wide weapon-aligned canvas (needs cropping to reuse; starts at D)
root/PLBA | 6 | AVAILABLE | Projectile,Trail | plasma, streak | 56x56 blue-cyan plasma ball with radiating streaks
root/BFE1 | 6 | AVAILABLE | Muzzleflash,ImpactFX | flare, bar | 135x29 wide horizontal green-yellow energy flare bar
root/BFE2 | 4 | AVAILABLE | Projectile,ImpactFX | crackle, orb | 35x35 green-yellow crackling energy ball


# ==============================================================================
# CATEGORY: LIGHTNING / ELECTRIC
# ==============================================================================
RSL0 | 11 | IN-REPO | ImpactFX,ExplosionVisual | voltaic, shatterbolt, arcane, fracture | jagged cyan crystalline energy ball shattering into pixel scatter (= LLIT)
RSL1 | 25 | IN-REPO | Projectile,ImpactFX | tempest, voltaic, static, maelstrom | dense churning blue pixel-fragment swarm around a cyan core, sustained crackle (= LRVV)
RSL2 | 13 | IN-REPO | Trail,ImpactFX | arclash, tendril, coil, livewire | thin cyan looping arc filaments, coiled tendril breaking apart (= LTHN)
RSL3 | 1 | IN-REPO | Muzzleflash,ImpactFX | starburst, dither | one frame of the LEYS 256x256 dithered starburst colour family (EC omits RSL3/RSL4 entirely -- see CONFLICTS)
RSL4 | 1 (8-way rot) | IN-REPO | Projectile,Trail | tracer, bolt, streak | dark red/amber glowing tracer capsule, 8-angle rotation set (= TRAC; ALSO imported as RSR6 -- same art under two names)
vfx/LLIT | 11 | AVAILABLE-DUP(RSL0) | ImpactFX,ExplosionVisual | voltaic, shatterbolt | byte-identical to RSL0 -- already owned
vfx/LRVV | 25 | AVAILABLE-DUP(RSL1) | Projectile,ImpactFX | tempest, voltaic | byte-identical to RSL1 -- already owned
vfx/LTHN | 13 | AVAILABLE-DUP(RSL2) | Trail,ImpactFX | arclash, tendril | byte-identical to RSL2 -- already owned
mg/PBLE | 5 | AVAILABLE | ImpactFX,ExplosionVisual,Projectile | arcfault, tesla, galvanic, stormbolt | white-hot core in a cage of crackling blue arcs -- genuinely reads as electricity
mg/PBLS | 2 | AVAILABLE | ImpactFX,Muzzleflash | zap, jolt, snapfire | compact blue-white radial flash with four short spikes, small zap companion to PBLE
root/PLSE | 5 | AVAILABLE | ImpactFX | crackle, static | 37x35 white-lavender crackling electric burst


# ==============================================================================
# CATEGORY: ICE / FROST
# ==============================================================================
ICEY | 7 | IN-REPO | - | - | UNVERIFIED -- present on disk (files A,B,C,F,G,H,I -- D,E missing) but described NOWHERE; not in EFFECT_CATALOG.md, not in the master-catalog baseline count, not in any staging report; needs a human eye before use
PROJECTILES/RR00 | 6 | AVAILABLE | ImpactFX,ExplosionVisual | shatter, frostbite, shardstorm, splinter | radial shatter-burst of pale blue-white crystalline needles -- the cold-damage impact
root/PEXP | 13 | AVAILABLE | ExplosionVisual,ImpactFX | hoarfrost, shatterfrost, cryoblast | 128x128 white cloud with a hard blue rim -- an ice/frost explosion (no other frost blast exists)
SFX/PFOG | 1 | AVAILABLE | ImpactFX,BarrelSmoke | rime, cryo, glacier, chill | single irregular cyan-navy blob, hard chunky edges, frozen cloud (distinct from PARTICLES/PFOG)
# cross-refs: FIR5 (blue fireball, fire section), FIRB/SRKB/TRKB/FRPB (blue fire
# family), PARTICLES/PFOG (cyan gas burst, smoke section) all read as cryo.


# ==============================================================================
# CATEGORY: SPARKS
# ==============================================================================
RSS0 | 5 | IN-REPO | ImpactFX,Muzzleflash | solar, blazing, pyre, flare | fiery red-yellow sunburst with radiating rays (1 frame byte-matches SPRK, which has NO alpha -- additive needed there; RSS0 = 5 files on disk)
RSS1 | 1 | IN-REPO | ImpactFX,Muzzleflash | gleam, dazzle, sunspot, crit | brilliant gold-white star flare in dark red scorch disc (= SPKO A0)
RSS2 | 2 | IN-REPO | ImpactFX | ricochet, firestrike, brimstone, flintlock | 2-frame slice of the 15-frame SPKS copper spark burst -- full run worth importing
PARTICLES/SPKS | 15 | AVAILABLE | ImpactFX,Muzzleflash,ExplosionVisual | ricochet, firestrike, brimstone, flintlock | 250x250 radial copper spark streaks resolving into cooling ringed embers -- best spark asset; RS_Main owns only 2 of 15 frames as RSS2
mg/SPKS | 9 | AVAILABLE | Muzzleflash,ImpactFX,Casing | sparkfall, brassrain, flashfire, scintilla | 190x160 wide ring of elongated gold spark slivers -- DIFFERENT sequence sharing the SPKS name
PARTICLES/SPRK | 3 | AVAILABLE-DUP(RSS0) | Muzzleflash,ImpactFX,Projectile | solar, blazing, pyre, flare | fiery sunburst on OPAQUE BLACK (needs additive); 1 frame byte-identical to RSS0; full 3 frames available
SFX/SPRK | 2 | AVAILABLE | Trail,Puff,Casing | spark, ember, cinder, fleck | 32x32 hot radial ball, white-orange-red -- a single spark, not a burst
PARTICLES/SPKO | 3 (mixed set) | AVAILABLE-DUP(RSS1) | Muzzleflash,ImpactFX,ExplosionVisual | solar, gilded, blazing, flare | three different images: gold starburst (=RSS1), ember field, small starburst (lowercase b0 hazard)
SFX/SPKO | 1 | AVAILABLE | Muzzleflash,ImpactFX | gleam, dazzle, sunspot, crit | gold-white four-point star flare on scorch disc (same art as PARTICLES/SPKO A0 / RSS1)
PARTICLES/SPKW | 1 | AVAILABLE | ImpactFX,Trail | static, glimmer, chaff, frost | very sparse scattered white pinpoint pixels, spark dust overlay
FLAMES/SPFM | 7 | AVAILABLE | ImpactFX,Muzzleflash,Casing | sparkspray, fountain, grinder, arcing | red/orange spark fountain, short cut, tiny arcing dots
FLAMES/SPFN | 26 | AVAILABLE | ImpactFX,Casing | cascade, cinderfall, showering, lingering | long 26-frame cut of the spark fountain, lingering falling cinders
FLAMES/SPGM | 7 | AVAILABLE | ImpactFX,Muzzleflash | voltaic, acidspark, sizzle, galvanic | GREEN short spark fountain, electrical-toxic discharge
FLAMES/SPGN | 26 | AVAILABLE | ImpactFX | emerald, cascade, sizzle, corrosive | GREEN long spark cascade with drifting tail
PARTICLES/FX57 | 10 | AVAILABLE | ImpactFX,ExplosionVisual,Trail | ember, cinder, firefly, scatterspark | scattered amber ringed-ember droplets flying outward -- hot ember spray
PARTICLES/FX58 | 10 | AVAILABLE | ImpactFX,Trail | ember, cinder, scatter, glint | fewer embers in a wider flatter spread (mg lists the same FX58 as drifting ember cloud)


# ==============================================================================
# CATEGORY: FLARES / GLOWS / LIGHT
# ==============================================================================
RSF0 | 1 | IN-REPO | Trail,Muzzleflash | glow, blue, bloom | EC: blue glow dot for projectile light bloom
RSF1 | 1 | IN-REPO | Trail,Muzzleflash | glow, bloom | EC: coloured glow dot (green per EC ordering, unconfirmed)
RSF2 | 1 | IN-REPO | Trail,Muzzleflash | glow, bloom | EC: coloured glow dot (red per EC ordering, unconfirmed)
RSF3 | 1 | IN-REPO | Muzzleflash,ImpactFX | starburst, radiant, dazzle | 256x256 WHITE dithered starburst with 4-point spikes (= LENSA0, viewed; EC wrongly lists it among the glow dots -- see CONFLICTS)
RSF4 | 1 | IN-REPO | Trail,Muzzleflash | glow, bloom | EC: coloured glow dot (colour unconfirmed)
RSF5 | 1 | IN-REPO | Trail,Muzzleflash | glow, orange, bloom | EC: orange glow dot (role-overlaps LENY/LENR)
RSF6 | 1 | IN-REPO | Trail,Muzzleflash | glow, green, bloom | EC: green glow dot (role-overlaps LENG)
RSF7 | 18 | IN-REPO | ExplosionVisual,ImpactFX | shockwave, ring, viridian | EC: GH BFG green shockwave ring, 18 frames (pairs RSE9 explosion + RSR5 ball)
RSF8 | 1 | IN-REPO | Trail,Muzzleflash | starburst, laser, sliver | 256x256 red/orange dithered starburst (= LEYSR0, viewed); EC uses it as the railgun coil trail / Unmaker laser sliver
FLARES/FSO1 | 2 | AVAILABLE-DUP(RSF8) | Muzzleflash,Trail | starburst, radiant, nova, dazzle | orange dithered starburst, visually indistinguishable from RSF8
FLARES/LENS | 2 | AVAILABLE-DUP(RSF3) | Muzzleflash,Trail | starburst, radiant, dazzle | white/orange dithered starburst; A0 byte-identical to RSF3A0
FLARES/LEYS | 5 (colour set) | AVAILABLE | Muzzleflash,Trail | starburst, nova, dazzle, prism | dithered starburst in 5 colours; R0=RSF8R0, one frame=RSL3; only CYAN (B0) and GREEN (G0) are genuinely new
FLARES/L2NB | 2 (scale set) | AVAILABLE | Muzzleflash,Projectile | lensfire, halo, beacon, prism | smooth 8-point star inside a thin circular lens ring, BLUE -- genuinely new family, element-keyed muzzle flash
FLARES/L2NG | 2 (scale set) | AVAILABLE | Muzzleflash,Projectile | lensfire, halo, beacon, prism | ringed lens flare, GREEN
FLARES/L2NR | 2 (scale set) | AVAILABLE | Muzzleflash,Projectile | lensfire, halo, beacon, prism | ringed lens flare, RED
FLARES/L2NY | 2 (scale set) | AVAILABLE | Muzzleflash,Projectile | lensfire, halo, beacon, prism | ringed lens flare, AMBER
FLARES/LENB | 2 (scale set) | AVAILABLE | Trail,Projectile | glowcore, aura, lumen, softlight | featureless soft blue gradient glow blob (role-dup of RSF0; NO grAb offsets)
FLARES/LENG | 2 (scale set) | AVAILABLE | Trail,Projectile | glowcore, aura, lumen | soft green glow blob (role-dup of RSF6; no grAb)
FLARES/LENR | 2 (scale set) | AVAILABLE | Trail,Projectile | glowcore, aura, lumen | soft red-orange glow blob (role-dup of RSF5; no grAb)
FLARES/LENW | 1 | AVAILABLE | Trail,Projectile,Muzzleflash | glowcore, aura, neutral, tintable | soft WHITE glow blob -- colour-neutral, runtime-tintable; the one worth taking (no grAb)
FLARES/LENY | 2 (scale set) | AVAILABLE | Trail,Projectile | glowcore, aura, lumen | soft amber glow blob (no grAb)
FLARES/FLAR | 1 | AVAILABLE | Muzzleflash,Projectile | emberflare, hotshot, signal, cinder | dense 96x96 red radial burst with hot pinpoint core -- most practical in-world muzzle-flash size (B0 only, no A frame)
glow/GLOW | 17 (colour set) | AVAILABLE | Projectile,Trail,Muzzleflash | halo, aura, corona, luminous | ONE soft 205x205 radial orb in 17 pre-authored colour tints -- drop-in element palette (import as "ORBS": the word GLOW is reserved for the room-glow shader system)
SFX/LENR | 1 | AVAILABLE | Muzzleflash,Projectile,Trail,ExplosionVisual | crimson, ember, furnace, bloom | 256x256 saturated red radial glow on opaque black, additive only (SFX copy of the LEN family)
SFX/LENB | 1 | AVAILABLE | Muzzleflash,Projectile,Trail | cobalt, cryo, arc, cold | 256x256 deep blue radial glow, additive
SFX/LENG | 1 | AVAILABLE | Muzzleflash,Projectile,Trail | venom, bile, reactor, toxic | 256x256 toxic green radial glow, additive
SFX/LENY | 1 | AVAILABLE | Muzzleflash,Projectile,Trail | amber, solar, molten, flare | 256x256 amber/orange radial glow, additive
SFX/LENW | 1 | AVAILABLE | Muzzleflash,Projectile,Trail | pale, phosphor, ash, ghost | 256x256 dim white/grey radial glow, additive
SFX/LEGY | 1 | AVAILABLE | Projectile,Trail | acid, spore, glow, mote | small 64x64 green glow with yellow hot core
SFX/LENS | 1 | AVAILABLE | Muzzleflash,ImpactFX | starburst, glint, lens, dazzle | anamorphic lens flare, hot white point, 4-point cross, dithered halo
PARTICLES/SPKB | 1 | AVAILABLE | Muzzleflash,ImpactFX,Projectile | arcflash, voltaic, glacial, brilliant | 128x128 cyan-white starburst flare in ragged dark-blue corona (blue of the SPKB/SPKG/SPKO tint trio)
PARTICLES/SPKG | 1 | AVAILABLE | Muzzleflash,ImpactFX,Projectile | venom, radiant, caustic, emerald | same starburst flare in acid green
SFX/BPUF | 4 | AVAILABLE | Muzzleflash,ImpactFX | starburst, crack, flashpoint, snap | brilliant white 8-armed star with scorched rim, hard and snappy (same art family as PARTICLES/BPUF = RSU1)
SFX/CPUF | 4 | AVAILABLE | Muzzleflash,ImpactFX | cinder, blaze, scorch | same 8-arm star with warm orange-red gradient arms
DECORATION/LIBD | 8 (colour set) | AVAILABLE | Muzzleflash,Projectile | lumen, beacon, corona, pilotlight | eight 64x64 radial light discs, one colour per frame (red/blue/yellow/white/4 greens) -- palette strip
DECORATION/LITS | 6 (colour set) | AVAILABLE | Muzzleflash | spotlight, glare, wash | six light shapes on black; the white downward CONE (spotlight) is the useful oddity
DECORATION/LTRD | 3 (colour set) | AVAILABLE | Projectile | shaft, pillar, godray | three vertical light columns (red/green/white), beam billboard
DECORATION/L2TS | 1 | AVAILABLE | Muzzleflash,Trail | glow, halo, pale | single soft white radial glow on black, plain workhorse
dakka/SCRT | 1 | AVAILABLE | Trail,Muzzleflash | hearthglow, aureole, warmlight, halo | clean soft warm 64x64 glow halo -- cheaper than the 256px blobs
root/XXST | 1 | AVAILABLE | Muzzleflash,ImpactFX | star, clean, dropin | clean white 4-point star flare on TRANSPARENCY (drops straight in, unlike black-backed ones)
root/EMBR | 2 | AVAILABLE | Muzzleflash,ImpactFX | star, magenta | white 6-point star flare with magenta specks
root/JSPK | 1 | AVAILABLE | Muzzleflash,ImpactFX | gold, star, scorch | gold-white star flare on dark scorch disc
root/PIP2 | 1 | AVAILABLE | Muzzleflash,ImpactFX | gold, star, scorch | gold-white star flare, twin of JSPK
root/JFLR | 1 | AVAILABLE | Muzzleflash,ExplosionVisual | flare, colossal | 512x512 red/yellow radial lens flare -- largest FX asset found anywhere
root/PIP3 | 1 | AVAILABLE | Muzzleflash | flare, colossal | second 512x512 radial glow, red/orange
root/JL2N | 1 | AVAILABLE | Muzzleflash,Trail | glow, disc | 240x240 large radial glow disc (family: JL2N/JLNR/PIP4/PIP6)
root/JLNR | 1 | AVAILABLE | Muzzleflash,Trail | glow, disc | 240x240 radial glow disc
root/PIP4 | 2 | AVAILABLE | Muzzleflash,Trail | glow, disc | 240x240 radial glow disc
root/PIP6 | 1 | AVAILABLE | Muzzleflash,Trail | glow, disc | 240x240 radial glow disc
root/CRIT | 18 | AVAILABLE | ImpactFX,Muzzleflash | critstrike, glint, slash | 128x64 pale blue-white horizontal anamorphic streak flare, long and smooth
root/HSHT | 19 | AVAILABLE | ImpactFX,Muzzleflash | flashbang, sear, whiteout | 96x96 white-and-hot-pink radial impact flash, long smooth punchy
root/HALO | 1 | AVAILABLE | - | ring, marker | 48x11 yellow ellipse ring, ground marker (ambient only)


# ==============================================================================
# CATEGORY: CASINGS / MAGDROPS / MECHANICAL DEBRIS
# ==============================================================================
RSC0 | 5 | IN-REPO | Casing | brass, spent, clatter, chirp | small bright brass PISTOL case tumbling, white specular hit (= CAS1; full 14-frame tumble exists in ART SOURCE)
RSC1 | 5 | IN-REPO | Casing | shellfall, scarlet, buckshot, hull | red plastic SHOTGUN hull with brass base cup (= CAS2, viewed+hashed; EC wrongly says "rifle casing" -- see CONFLICTS)
RSC2 | 5 | IN-REPO | Casing | copper, longshot, ejecta, tumble | longer copper-tan RIFLE case tumbling diagonally (= CAS3, viewed+hashed; EC wrongly says "shotgun hull" -- see CONFLICTS)
RSM0 | 8 | IN-REPO | Casing | magazine, dropped, blackbox, spent | dark grey rectangular magazine/clip, two grooves, 8-angle rotation (= ECLI)
RSM1 | 1 | IN-REPO | Casing | clip, small | EC: small pistol clip (17x17; no ART SOURCE counterpart -- origin unknown)
RSM2 | 5 | IN-REPO | Casing | cell, depleted, husk, coil | chunky dark-olive energy cell block with slotted vents, rotating (= ECEL, 5 of its 8 frames)
RSM3 | 8 | IN-REPO | Casing | rocket, pack | EC: rocket pack (18x18; no ART SOURCE counterpart -- origin unknown)
CASINGS/CAS1 | 14 | AVAILABLE-DUP(RSC0) | Casing | brass, spent, clatter | same pistol case; RS_Main took 5 of 14 tumble frames -- 9 extra frames are a free smoothness upgrade
CASINGS/CAS2 | 14 | AVAILABLE-DUP(RSC1) | Casing | shellfall, scarlet, hull | same shotgun hull; 9 unused tumble frames available
CASINGS/CAS3 | 14 | AVAILABLE-DUP(RSC2) | Casing | copper, longshot, tumble | same rifle case; 9 unused tumble frames available
CASINGS/ECEL | 8 | AVAILABLE-DUP(RSM2) | Casing | cell, depleted, husk | same energy cell; RS_Main has 5 of 8 exact frames
CASINGS/ECLI | 8 | AVAILABLE-DUP(RSM0) | Casing | magazine, dropped, spent | byte-identical to RSM0, all 8 frames -- already owned
PARTICLES/GLSP | 8 | AVAILABLE | Casing,ImpactFX | shard, splinter, shrapnel, sliver | very small dark angular pointed sliver, splinter geometry, no glow
PARTICLES/JNK1 | 8 | AVAILABLE | Casing | scrap, wreckage, shrapnel, ruin | dark grey jagged wedge debris chunk with facet highlights
PARTICLES/JNK2 | 8 | AVAILABLE | Casing | rubble, wreckage, scrap, ruin | cluster of several dark angular rubble chunks, biggest of the junk trio
PARTICLES/JNK3 | 8 | AVAILABLE | Casing | scrap, shard, slag, husk | single near-black angular chunk, hooked wedge silhouette
JUNK/JNK4 | 4 | AVAILABLE | Casing | shrapnel, gutted, wiring, scrap | grey machined fragment trailing GREEN insulated wires, torn-out component
JUNK/JNK5 | 4 | AVAILABLE | Casing | severed, livewire, tangle, offcut | long flat scrap strip with green wire loop and whipping red wire
JUNK/JNK6 | 4 | AVAILABLE | Casing | plating, offcut, husk | small grey plate/box fragment with recessed slot
JUNK/JNK7 | 4 | AVAILABLE | Casing | sliver, chrome, jagged, spall | angular light-grey metal chunk, bright highlight face -- fresh-torn steel
JUNK/JNK8 | 4 | AVAILABLE | Casing | bracket, chip, fastener | small dark-grey bracket/L-shape, most compact debris chip
JUNK/SMGP | 1 | AVAILABLE | - | - | NOT-FX -- a single white pixel; placeholder, not art
SFX/BPRT | 8 | AVAILABLE | Casing | scrap, chip, tumble, salvage | small olive-green disc with black slash, tumbling through 8 rotations -- painted scrap chip (this VIEWED entry resolves the smoke report's unviewable PARTICLES/BPRT, same 13x12 raw lumps)
DECORATION/BRPT | 10 | AVAILABLE | Casing | kitbash, tumble, webbing, castoff | small camo-patterned kit object tumbling through 10 angles, helmet/pouch thrown clear
mg/MANA | 8 | AVAILABLE | Casing | canister, drumfall, ruptured, jettison | dented metal canister/drum tumbling, trailing red droplets -- heavy ejected part
dakka/SCRB | 3 | AVAILABLE | Projectile,Trail | ember, cinderdrop, molten, slagshot | small round glowing orange ember, pulsing (pickup art, works as hot projectile)
dakka/SCRN | 3 | AVAILABLE | Projectile,Casing | shard, slagsteel, crystalline, fractal | angular faceted orange-amber crystal chunk, molten glass shard
dakka/SCRS | 3 | AVAILABLE | Casing,ImpactFX | fragment, shrapnel, splinter, grit | small jagged orange-yellow hot debris chip (SCRB/SCRN/SCRS = size ladder)
mg/TRL1 | 5 | AVAILABLE | Casing,Trail,ExplosionVisual | firebrand, wreckage, slagfall, blazechunk | chunky black debris wrapped in molten orange flame -- burning wreckage in flight
mg/DPS1 | 8 | AVAILABLE | Casing | charpile, cinderbed, scorched | low mound of charred black debris with glowing red embers, post-burn remains
SFX/SDRT | 6 | AVAILABLE | Puff,Casing | grit, loam, scatter, kickup | burst of small brown dirt specks thrown up from a point (spray-fan family)
SFX/SPHB | 5 | AVAILABLE | Puff,Casing | geyser, plume, upheave | narrow vertical brown dirt geyser, tight column
SFX/DIRP | 10 | AVAILABLE | Puff,Casing | rubble, fallout, scatter, detritus | wide thin 250px scatter of brown rubble and dust -- a debris field
DECORATION/GRMG | 12 | AVAILABLE | Casing,Puff | gravel, scree, shingle | small tan pebbles accumulating and spreading, gravel settling
DECORATION/GRFL | 26 | AVAILABLE | Casing | grit, fleck, cinder | single near-black grit speck tracking a 26-frame fall path (marginal)
DECORATION/GRMT | 26 | AVAILABLE | Casing | dust, mote, chaff | same falling-speck path in light grey (marginal)
PARTICLES/DUST | 4 | AVAILABLE | Puff,Trail | grit, mote, ash, chaff | tiny grey-brown dust mote, a handful of pixels
SFX/ASHY | 3 | AVAILABLE | Casing | mote, cinder, fleck | 3x2-pixel dark red ash/blood mote, spawn in quantity (marginal)
SFX/ASHZ | 3 | AVAILABLE | Casing | soot, ash, char | 3x2 near-black soot mote, twin of ASHY (marginal)


# ==============================================================================
# CATEGORY: GORE / BLOOD (no in-repo category exists -- all AVAILABLE, additive)
# ==============================================================================
# -- cooke-blood: the intensity ladder (best-in-scope, transparent 64x64) ------
cooke/X057 | 19 | AVAILABLE | ImpactFX,Trail | arterial, crimson, spray, exsanguinate | wide crimson spray, ragged streaks and fine droplets, clean spawn-spread-linger-fade
cooke/X058 | 18 | AVAILABLE | ImpactFX,Trail | spurt, jet, arterial, lance | narrower vertical crimson spurt, tighter column, brighter reds
cooke/X059 | 12 | AVAILABLE | ImpactFX | jet, geyser, puncture, arterial | compact vertical crimson jet, sharp attack, fast decay -- the punchy variant
# -- GORE_GENERIC\BLOOD --------------------------------------------------------
BLOOD/BL8A | 6 | AVAILABLE | ImpactFX,Puff | mist, atomizer, crimson, vaporize | fine crimson spray of small droplets, airborne blood mist
BLOOD/BL8D | 5 | AVAILABLE | ImpactFX,Trail | droplet, bleeder, speck | single small round dark-red droplet dwindling out
BLOOD/BLHT | 10 | AVAILABLE | ImpactFX | splatter, rorschach, sprawl, arterial | big sprawling 128px wall-splat decal, spidery radiating arms (mg lists a same-name/size BLHT described as a radial droplet SPRAY -- see CONFLICTS)
BLOOD/BLOR | 12 | AVAILABLE | ImpactFX | pool, congeal, glut, clot | thick solid near-circular deep-red blob, the pool primitive
BLOOD/BLUD | 3 | AVAILABLE | ImpactFX,Puff | splat, spatter, nick | small compact red splat, spreads rather than fades (distinct from root BLUD, same name)
BLOOD/BPDL | 4 | AVAILABLE | ImpactFX | pool, seep, spread | PIXEL-DATA: wide short low-lying smear/pool geometry, settled decal; never rendered
BLOOD/BRIB | 4 | AVAILABLE | ImpactFX | chip, fragment, shard | PIXEL-DATA: 6x6 dense chip, red-plus-bone-tan palette; too small to view
BLOOD/BRIN | 1 | AVAILABLE | - | sliver, scrap | PIXEL-DATA: 10x5 single-frame red/tan sliver; under viewer minimum
BLOOD/BRTL | 4 | AVAILABLE | Trail | trail, drip, bright | PIXEL-DATA: tiny shrinking fleck in the brightest red of the folder; likely drip particle
BLOOD/BSPR | 10 | AVAILABLE | ImpactFX | burst, arterial, geyser, rupture | dense crimson starburst spraying violently outward -- best generic impact spray here
BLOOD/GUTS | 12 | AVAILABLE | ImpactFX | viscera, offal, entrail, butcher | small dark-red lumpy viscera clump with wet pink highlights, settles and spreads
BLOOD/XDB5 | 12 | AVAILABLE | Projectile,Casing | gib, tumble, chunk, cleave | small dark-red gib chunk in a 2-pose tumbling loop -- flying gib
BLOOD/XDB6 | 2 | AVAILABLE | - | chunk, gib, morsel | PIXEL-DATA: 24x23 chunk with genuine soft alpha; not seen
BLOOD/XDT1 | 12 | AVAILABLE | ImpactFX,Trail | spatter, fleck, drizzle | small red droplet cluster, burst-then-fade scatter
BLOOD/XME5 | 4 | AVAILABLE | - | strip, flense, rend, sinew | vertical dark-red strip of meat/tissue, hanging or falling
BLOOD/XME8 | 2 | AVAILABLE | - | shred, scrap | PIXEL-DATA: 15x7 dense bright-red shred; under viewer minimum
BLOOD/XMT1 | 14 | AVAILABLE | Projectile,ImpactFX | gib, tumble, impact, splat | tumbling gib chunk that ends in a land-and-splat (mg lists same-name XMT1 as a wall-hit splat)
BLOOD/XMT2 | 15 | AVAILABLE | Projectile,ImpactFX | gib, tumble, carve | small tumbling red chunk resolving into a ground splat
# -- GORE_GENERIC root ---------------------------------------------------------
GORE/BLUD | 2 | AVAILABLE | ImpactFX | splat, wet, nick | small red splat with a white specular speck
GORE/BR7B | 12 | AVAILABLE | Casing,ImpactFX | ember, cinder, chunk, rust | tiny red-orange chunk in three 4-frame rotation banks, rusty debris
GORE/BR7N | 2 | AVAILABLE | Casing | fragment, nugget, shard | small red-orange fragment with darker underside
GORE/BRIB | 20 | AVAILABLE | Casing,ImpactFX | bone, splinter, marrow, shatter | flesh-and-bone chip in 5 rotation banks -- richest spinning-debris set (distinct from BLOOD/BRIB)
GORE/BRIN | 6 | AVAILABLE | - | splinter, chip | PIXEL-DATA: 12x8 fading fragment, BRIB palette family; not seen
GORE/BTRL | 1 | AVAILABLE | Trail | trail, drip | PIXEL-DATA: 11x7 minimal single-cel red marker; under viewer minimum
GORE/CRS1 | 2 | AVAILABLE | - | crush, pulp, flatten, paste | flattened dark-red lumpy floor smear, anonymous crushed residue (RED member of CRS colour set)
GORE/CRS2 | 3 | AVAILABLE | - | cobalt, azure, ichor, alien | same crush-smear in NAVY/PURPLE-BLUE -- rare non-red blood colour
GORE/CRS3 | 2 | AVAILABLE | - | crush, wide, sprawl, pulp | widest crush smear, full-128px row of red lumps
GORE/CRSB | 4 | AVAILABLE | - | bile, toxic, verdant, chlorine | GREEN crush-smear, pairs with in-repo acid/poison FX (CRS1/2/3/B = damage-type colour axis)
GORE/GIBD | 4 | AVAILABLE | - | debris, scatter, remains | dark-red horizontal lumpy pile, settled gib debris decal
